Postcode,Area,City,StreetNumber,StreetName,FullAddress
7471,Phillipstown,Auckland,56,Livingstone Street,"56 Chesterfield Way, Orewa"
7472,Pine Hill,Nelson,670,Brunswick Street,"670 Skinner Road, Ngaere"
7473,Pinehaven,Alexandra,3,Paremata Road,"3 Blackman Avenue, Sawyers Bay, Dunedin"
7474,Pinehill,Te Kauwhata,8,George Street,"8 Savage Crescent, Waipukurau"
7481,Pipitea,Wellington,156B,Cashmere Drive,"156B Penrose Road, Mount Wellington, Auckland"
7482,Pirimai,Napier,2/102A,Totara Crescent,"2/102A Queenspark Drive, Parklands, Christchurch"
7483,Plimmerton,Auckland,42,Forest Hill Crossing Road,"42 Hastings Road, Mairangi Bay, Auckland"
7491,Point Chevalier,Auckland,16,Woodside Road,"16 Septimus Place, Henderson, Auckland"
7495,Point England,Hamilton,10,Fencourt Crescent,"10 Law Road, Whitikahu"
7500,Point Howard,Palmerston North,705A,Elliott Street,"705A Taniwha Road, Waerenga"
7510,Ponsonby,Mount Maunganui,7,Yates Road,"7 Elmwood Drive, Prebbleton"
7520,Poraiti,Omokoroa,Apr 17,Wellington Road,"4/17 Bunyan Street, Waltham, Christchurch"
7540,Porirua East,Stratford,5,Tennyson Street,"5 Merioneth Street, Arrowtown"
7541,Port Nelson,Auckland,27,Elgin Road,"27 Normanby Street, Newtown, Wellington"
7542,Port Taranaki,Palmerston North,4,Canada Street,"4 Toheroa Street, Hobsonville, Auckland"
7543,Port Whangarei,Porirua,21A,Main Road,"21A Donald Street, Karori, Wellington"
7544,Portobello,Christchurch,212,Mountain View Road,"212 Parekawa Drive, Motuoapa"
7545,Prestonville,Hokitika,223,Teal Valley Road,"223 Ruatoki Valley Road, Ruatoki"
7546,Pukete,Auckland,6,Valley Road,"6 Bright Crescent, Maraenui, Napier"
7548,Putiki,Rotorua,59A,Mangorei Road,"59A Alpers Ridge, Leamington, Cambridge"
7571,Queens Park,Mount Maunganui,35,Antrim Crescent,"35 Severn Street, Oamaru"
7572,Queenwood,Feilding,2,Puketona Road,"2 Cumberland Place, Tapanui"
7580,Rahu Saddle,Lower Hutt,32,Swansea Street,"32 Sylvania Drive, Matua, Tauranga"
7581,Rainbow Point,Auckland,11,Harbourview Street,"11 Parkdale Drive, Aramoho, Whanganui"
7582,Randwick Park,Auckland,28,Oruakainga Road,"28 Pendlebury Street, Green Bay, Auckland"
7583,Rangatira Park,Christchurch,04 Aug,Kingdale Road,"4-8 Thornlea Grove, Waiuku"
7591,Ranui,Carterton,23,Fairview Road,"23 Scotia Glen Street, Putaruru"
7600,Ranui Heights,Feilding,16,Sycamore Drive,"16 Rewa Street, Musselburgh, Dunedin"
7602,Rapahoe,Auckland,364B,Evesham Avenue,"364B Ngaio Road, Halcombe"
7604,Raumanga,Auckland,27,Crichton Terrace,"27 St Lukes Road, Mount Albert, Auckland"
7608,Raumati Beach,Palmerston North,31,Aurea Avenue,"31 Turner Drive, Western Heights, Rotorua"
7610,Raumati South,Lower Hutt,33,Moa Street,"33 Tokomaru Street, Welbourn, New Plymouth"
7614,Raureka,Akaroa,81,Luxmoore Road,"81 Chain Hills Road, Chain Hills, Dunedin"
7616,Ravensbourne,Orewa,2380,Reid Street,"2380 State Highway 7, Ngahere"
7630,Red Hill,Palmerston North,27A,Green Street,"27A Cavalli View Road, Kaeo"
7632,Redcliffs,Hamilton,34,Strickland Street,"34 Island Bay Road, Beach Haven, Auckland"
7640,Redwood,Hawera,68,Barnfield Place,"68 Tricketts Road, West Melton"
7641,Redwoodtown,Orewa,3,Esperance Street,"3 Innes Street, Waimate"
7642,Regent,Ashburton,Feb 24,Tristram Avenue,"2/24 Halleys Place, Mount Roskill, Auckland"
7643,Remuera,Manaia,13B,Ferguson Street,"13B Ouse Street, Rongotea"
7644,Riccarton,Christchurch,576,Upper Junction Road,"576 State Highway 26, Newstead"
7645,Richmond,Auckland,25,Steamer Road,"25 Tongariro Street, Castlecliff, Whanganui"
7646,Richmond Heights,Auckland,Jan 77,Balmoral Drive,"1/77 Lucerne Road, Remuera, Auckland"
7647,Richmond Hill,Auckland,20,Garden Terrace,"20 Lee Avenue, Paeroa"
7649,Riverdale,Morrinsville,45,Swanson Road,"45 Kings Avenue, Waikuku Beach"
7656,Riverlea,Auckland,25,Sunhaven Avenue,"25 Strathmore Street, Matua, Tauranga"
7657,Riversdale,Auckland,25,Marshall Laing Avenue,"25 Nikau Place, Highfield, Timaru"
7670,Riverside,Methven,11,Arthur Street,"11 Kidson Terrace, Cashmere, Christchurch"
7671,Riverstone Terraces,Turangi,15,Mickelson Avenue,"15 Crescent Court, Melville, Hamilton"
7672,Rockdale,Lincoln,12,Fenwick Crescent,"12 Richard Street, Westmere, Auckland"
7673,Rongotai,Auckland,2/514,Hokianga Road,"2/514 Mount Albert Road, Mount Roskill, Auckland"
7674,Rosedale,Christchurch,45,South Road,"45 Charlcott Street, Burnside, Christchurch"
7675,Rosehill,Tauranga,174,Carlton Avenue,"174 Mountain View Road, Gleniti, Timaru"
7676,Roseneath,Hamilton,Jan 26,Upwood Place,"1/26 Greendale Spur, Glenfield, Auckland"
7681,Roslyn,Richmond,20,Enid Avenue,"20 Winchester Street, Merivale, Christchurch"
7682,Rothesay Bay,Hamilton,67,Verbena Road,"67 Bankwood Road, Chartwell, Hamilton"
7683,Rototuna,Auckland,3,Castor Bay Road,"3 Brandon Street, Featherston"
7691,Rototuna North,Whangarei,7,Vauxhall Road,"7 D'Urville Way, Welcome Bay, Tauranga"
7692,Royal Oak,Mount Maunganui,8,Goodall Street,"8 Kaye Road, Pataua North"
7700,Ruby Bay,Hamilton,11,Smedley Street,"11 Cresta Place, Onerahi, Whangarei"
7710,Russley,Christchurch,21,Kinmont Crescent,"21 Totara Street, Ohakune"
7730,Rutherglen,Winchester,5,De Havilland Street,"5 Elm Row, Dunedin Central, Dunedin"
7740,Saint Albans,Warkworth,61C,Redoubt Road,"61C Hoon Hay Road, Hoon Hay, Christchurch"
7741,Saint Andrews,Waihi,15,Twentysecond Avenue,"15 Ethel Street, Sandringham, Auckland"
7742,Saint Clair,Waiheke Island,16,Albert Street,"16 McFadzean Drive, Blockhouse Bay, Auckland"
7743,Saint Johns,Taihape,83,Egmont Street,"83 Waiewe Street, Whakatane"
7745,Saint Johns Hill,Whitianga,34,Saunders Road,"34 Garrett Road, Waitao"
7746,Saint Kilda,Taneatua,13,Rawhitiroa Road,"13 Dorset Street, Picton"
7747,Saint Leonards,Christchurch,29,Norton Street,"29 Glenorchy Street, Glen Eden, Auckland"
7748,Saint Martins,Palmerston North,11A,Grimseys Road,"11A Lawrence Street, Te Kuiti"
7771,Saint Marys Bay,Ohope,29,Inveresk Place,"29 Goodwin Drive, Rosehill, Papakura"
7772,Sandringham,Richmond,99,Rangiora Place,"99 Calcutta Street, Khandallah, Wellington"
7773,Sawyers Bay,Hamilton,1116,May Road,"1116 Glen Murray Road, Churchill"
7774,Schnapper Rock,Te Awamutu,148,Burden Avenue,"148 Newcastle Street, Windsor, Invercargill"
7775,Seatoun,Kumeu,36,Passmore Crescent,"36 Panekaira Road, Mangapai, Whangarei"
7776,Seaview,Runanga,44,Solander Street,"44 Frye Crescent, Albert Town"
7777,Seaward Bush,Hastings,22,Oropi Road,"22 Emmett Street, Newtown, Wellington"
7778,Shamrock Park,Hamilton,11,Onetaunga Road,"11 Kereru Street, Waikiwi, Invercargill"
7781,Shelly Park,Levin,22,Nash Road,"22 Aotea Road, Glen Eden, Auckland"
7782,Shiel Hill,Greytown,18,McLeod Road,"18 School Road, Lower Moutere"
7783,Shirley,Christchurch,37,Knights Road,"37 Grierson Avenue, Amberley"
7784,Silverdale,Helensville,7,Ebanjane Way,"7 Ellice Street, Mount Victoria, Wellington"
7791,Silverstream,Rotorua,7,Portland Place,"7 Scotney Mews, Bethlehem, Tauranga"
7802,Smithfield,Upper Hutt,Sep 33,Windley Place,"9/33 Vienna Street, Waltham, Christchurch"
7803,Sockburn,Auckland,6,Hilton Road,"6 Ata-Mahina Way, Ruakaka"
7804,Solway,Whangarei,22,Rewarau Road,"22 Clearwater Street, Broad Bay, Dunedin"
7805,Somerfield,Auckland,240,Byblos Place,"240 Peak Road, Kaukapakapa"
7810,Somerville,Opotiki,1,Bruce Road,"1 Inver Street, Glen Eden, Auckland"
7811,South Dunedin,Hamilton,4/120,Queens Wharf,"4/120 Huxley Street, Sydenham, Christchurch"
7812,South Hill,Christchurch,10,Totaravale Drive,"10 Cambridge Street, Hampstead, Ashburton"
7822,South New Brighton,Te Awamutu,37,Malcolm Terrace,"37 Burr Road, Otorohanga"
7823,Southgate,Whangarei,16,Outram-Mosgiel Road,"16 Boylan Road, Titirangi, Auckland"
7825,Southshore,Hamilton,1,Arklow Lane,"1 Milford Street, Gore"
7830,Spotswood,Christchurch,Jan 83,Te Mata Mangateretere Road,"1/83 McLeod Road, Te Atatu South, Auckland"
7832,Spreydon,Christchurch,37B,Phillips Avenue,"37B Herewini Street, Titahi Bay, Porirua"
7840,Springlands,Lower Hutt,1,Reeme Street,"1 York Place, Tokoroa"
7841,Springvale,Invercargill,61,Walworth Avenue,"61 Whitney Street, New Windsor, Auckland"
7842,St Heliers,Dunedin,64,Fox Street,"64 Sewell Street, Kaiapoi"
7843,Stanley Point,Lower Hutt,388,Noumea Place,"388 Strode Road, Fraser Dam"
7844,Stanmore Bay,Kumeu,917,Karaka Street,"917 Island Block Road, Island Block"
7845,Stepneyville,Auckland,60,Taylor Street,"60 County Road, Kaikorai, Dunedin"
7846,Stillwater,Hamilton,31-39,Elbourne Street,"31-39 Hillside Road, Wairau Valley, Auckland"
7847,Stoke,Mosgiel,35,Miro Street,"35 Cardiff Crescent, Cannons Creek, Porirua"
7848,Stokes Valley,Riverhead,10,Turakina Beach Road,"10 Rewa Rewa Road, Raumanga, Whangarei"
7851,Stonefields,Stratford,30,Kowhai Street,"30 Rewa Rewa Road, Raumanga, Whangarei"
